brief,objective,screen_id,screen_kind,screen_type,mount_position,screen_size,location_name,location_type,zone_name,city_name,market_tier,routes,time_block_id,time_block_hours,daypart,slots_per_day,price_floor,price_target,price_cap,cost_per_day,cost_for_campaign,demand_score,demand_basis,impressions_standalone_daily,impressions_marginal_daily,impressions_marginal_weekly,relevance_score,relevance_reason,audience_cluster,data_confidence,audience_profile,nearby_pois
campaign_3,conversion,LH-SCR-004712,fixed,metro_station,platform,S,Riverside Junction Interchange,metro_station,Riverside Junction,Las Hackland,premium,Silver Line,5,16:00-20:00,evening,1,56.19,56.72,101.14,56.72,1134.4,0.0158,own_history,32898.0,31071.0,217494.0,0.9166,"70% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::LH-LOC-0047,high,"Evening block, roadside/platform panel; serving Riverside Junction; mid-income area (mixed skew); ~64,315 riders in this block; nearby draws: shopping mall, residential tower; network hub adjacency.",shopping_mall; residential_tower; government_building
campaign_3,conversion,DAT-SCR-003116,fixed,metro_station,platform,S,Kestrel Heights Central,metro_station,Kestrel Heights,DA Town,standard,Red Line,3,08:00-12:00,midday,1,39.0,39.66,70.2,39.66,793.2,0.0283,own_history,30547.0,28850.0,201953.0,0.7524,"53% of local population in target age range (18_34, 35_54); commuter index 0.54; outside requested daypart(s) (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0027,high,"Midday block, roadside/platform panel; serving Kestrel Heights; mid-income area (mixed skew); ~59,720 riders in this block; nearby draws: shopping mall, residential tower; network hub adjacency.",shopping_mall; residential_tower; hospital
campaign_3,conversion,ACS-SCR-001662,fixed,metro_station,platform,S,Fallowfield Central,metro_station,Fallowfield,Accordionshire,value,Blue Line,5,16:00-20:00,evening,1,27.88,27.95,43.6,27.95,559.0,0.0042,own_history,28386.0,28386.0,198705.0,0.6769,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::ACS-LOC-0024,high,"Evening block, roadside/platform panel; serving Fallowfield; value-income area (student skew); ~55,495 riders in this block; nearby draws: residential tower, entertainment district; network hub adjacency.",residential_tower; entertainment_district; grocery_anchor
campaign_3,conversion,ACS-SCR-001492,fixed,metro_station,platform,S,Fallowfield Interchange,metro_station,Fallowfield,Accordionshire,value,Red Line,3,08:00-12:00,midday,1,24.97,26.93,44.95,26.93,538.6,0.131,own_history,26900.0,26900.0,188298.0,0.5334,"85% of local population in target age range (18_34, 35_54); commuter index 0.51; outside requested daypart(s) (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::ACS-LOC-0004,high,"Midday block, roadside/platform panel; serving Fallowfield; value-income area (student skew); ~52,588 riders in this block; nearby draws: grocery anchor, stadium arena; network hub adjacency.",grocery_anchor; stadium_arena; shopping_mall
campaign_3,conversion,DAT-SCR-002975,fixed,metro_station,platform,S,Northbank Central,metro_station,Northbank,DA Town,standard,Violet Line,3,08:00-12:00,midday,1,29.09,31.43,52.36,31.43,628.6,0.134,own_history,26992.0,25063.0,175444.0,0.7382,"52% of local population in target age range (18_34, 35_54); commuter index 0.51; outside requested daypart(s) (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0020,high,"Midday block, roadside/platform panel; serving Northbank; value-income area (mixed skew); ~52,769 riders in this block; nearby draws: shopping mall, tourist landmark; network hub adjacency.",shopping_mall; tourist_landmark; university
campaign_3,conversion,ACS-SCR-001276,fixed,metro_station,platform,M,Windmere Park Central,metro_station,Windmere Park,Accordionshire,value,Green Line,3,08:00-12:00,midday,1,23.15,23.17,41.67,23.17,463.4,0.0011,own_history,28937.0,24485.0,171393.0,0.5004,"56% of local population in target age range (18_34, 35_54); commuter index 0.51; outside requested daypart(s) (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::ACS-LOC-0002,high,"Midday block, roadside/platform panel; serving Windmere Park; value-income area (blue_collar skew); ~56,570 riders in this block; nearby draws: grocery anchor, residential tower; network hub adjacency.",grocery_anchor; residential_tower; entertainment_district
campaign_3,conversion,DAT-SCR-002131,fixed,metro_station,platform,S,Ashford Row Interchange,metro_station,Ashford Row,DA Town,standard,Green Line,5,16:00-20:00,evening,1,44.82,45.37,80.68,45.37,907.4,0.0203,own_history,25800.0,24367.0,170568.0,0.8927,"56% of local population in target age range (18_34, 35_54); commuter index 0.54; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0012,high,"Evening block, roadside/platform panel; serving Ashford Row; mid-income area (mixed skew); ~50,439 riders in this block; nearby draws: shopping mall, office park; network hub adjacency.",shopping_mall; office_park; residential_tower
campaign_3,conversion,DAT-SCR-002624,fixed,metro_station,platform,S,Milltown Central,metro_station,Milltown,DA Town,standard,Green Line,5,16:00-20:00,evening,1,41.2,42.86,74.16,42.86,857.2,0.067,own_history,25701.0,24274.0,169916.0,0.8667,"52% of local population in target age range (18_34, 35_54); commuter index 0.54; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0016,high,"Evening block, roadside/platform panel; serving Milltown; value-income area (blue_collar skew); ~50,246 riders in this block; nearby draws: shopping mall, residential tower; network hub adjacency.",shopping_mall; residential_tower; government_building
campaign_3,conversion,ACS-SCR-001303,fixed,metro_station,platform,S,Greenhollow Terminal,metro_station,Greenhollow,Accordionshire,value,Green Line,5,16:00-20:00,evening,1,41.92,41.97,41.97,41.97,839.4,0.1558,own_history,27814.0,23535.0,164744.0,0.8675,"53% of local population in target age range (18_34, 35_54); commuter index 0.51; matches requested daypart (evening); nearby shopping_mall POI(s) relevant to campaign",LOC::ACS-LOC-0026,high,"Evening block, roadside/platform panel; serving Greenhollow; mid-income area (mixed skew); ~54,376 riders in this block; nearby draws: shopping mall, grocery anchor; network hub adjacency.",shopping_mall; grocery_anchor; residential_tower
campaign_4,frequency,LH-SCR-003222,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Blue Line,3,08:00-12:00,midday,1,46.61,49.34,72.1,49.34,740.1,0.0976,own_history,45017.0,45017.0,315119.0,0.8832,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby entertainment_district POI(s) relevant to campaign",LOC::LH-LOC-0004,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~88,007 riders in this block; nearby draws: entertainment district, residential tower; network hub adjacency.",entertainment_district; residential_tower; university
campaign_4,frequency,LH-SCR-002837,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Violet Line,3,08:00-12:00,midday,1,44.51,45.08,80.12,45.08,676.2,0.0212,own_history,44503.0,44503.0,311519.0,0.9157,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby grocery_anchor, entertainment_district POI(s) relevant to campaign",LOC::LH-LOC-0024,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~87,002 riders in this block; nearby draws: grocery anchor, university; network hub adjacency.",grocery_anchor; university; entertainment_district
campaign_4,frequency,LH-SCR-002699,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,3,08:00-12:00,midday,1,41.73,44.14,75.11,44.14,662.1,0.0964,own_history,45987.0,42922.0,300452.0,0.8062,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby grocery_anchor POI(s) relevant to campaign",LOC::LH-LOC-0034,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~89,903 riders in this block; nearby draws: university, grocery anchor; network hub adjacency.",university; grocery_anchor; shopping_mall
campaign_4,frequency,LH-SCR-005502,fixed,metro_station,platform,S,Old Mill District Central,metro_station,Old Mill District,Las Hackland,premium,Yellow Line,3,08:00-12:00,midday,1,45.22,46.22,81.4,46.22,693.3,0.037,own_history,41676.0,41676.0,291730.0,0.8043,"53% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby grocery_anchor POI(s) relevant to campaign",LOC::LH-LOC-0023,high,"Midday block, roadside/platform panel; serving Old Mill District; value-income area (blue_collar skew); ~81,475 riders in this block; nearby draws: grocery anchor, hospital; network hub adjacency.",grocery_anchor; hospital; government_building
campaign_4,frequency,LH-SCR-004542,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,3,08:00-12:00,midday,1,47.54,48.06,85.57,48.06,720.9,0.0182,own_history,43683.0,40771.0,285399.0,0.8575,"85% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby entertainment_district, grocery_anchor POI(s) relevant to campaign",LOC::LH-LOC-0084,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~85,399 riders in this block; nearby draws: university, entertainment district; network hub adjacency.",university; entertainment_district; grocery_anchor
campaign_4,frequency,LH-SCR-002375,fixed,metro_station,platform,S,North Terminus Interchange,metro_station,North Terminus,Las Hackland,premium,Copper Line,3,08:00-12:00,midday,1,43.81,44.49,78.86,44.49,667.35,0.0257,own_history,40574.0,36994.0,258956.0,0.7072,"48% of local population in target age range (18_34, 35_54); commuter index 0.51; matches requested daypart (midday); nearby entertainment_district POI(s) relevant to campaign",LOC::LH-LOC-0028,high,"Midday block, roadside/platform panel; serving North Terminus; value-income area (mixed skew); ~79,322 riders in this block; nearby draws: tourist landmark, entertainment district; network hub adjacency.",tourist_landmark; entertainment_district; shopping_mall
campaign_4,frequency,LH-SCR-003640,fixed,metro_station,platform,S,Harborfront Interchange,metro_station,Harborfront,Las Hackland,premium,Green Line,3,08:00-12:00,midday,1,51.77,52.75,93.19,52.75,791.25,0.0317,own_history,40394.0,36830.0,257808.0,0.8958,"57% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby entertainment_district POI(s) relevant to campaign",LOC::LH-LOC-0052,high,"Midday block, roadside/platform panel; serving Harborfront; mid-income area (mixed skew); ~78,971 riders in this block; nearby draws: entertainment district, residential tower; network hub adjacency.",entertainment_district; residential_tower; shopping_mall
campaign_4,frequency,LH-SCR-005373,fixed,metro_station,platform,S,East Commons Terminal,metro_station,East Commons,Las Hackland,premium,Teal Line,3,08:00-12:00,midday,1,48.18,50.85,86.72,50.85,762.75,0.0923,own_history,39484.0,36080.0,252561.0,0.9014,"58% of local population in target age range (18_34, 35_54); commuter index 0.53; matches requested daypart (midday); nearby entertainment_district, grocery_anchor, office_park POI(s) relevant to campaign",LOC::LH-LOC-0090,high,"Midday block, roadside/platform panel; serving East Commons; mid-income area (mixed skew); ~77,190 riders in this block; nearby draws: grocery anchor, hospital; network hub adjacency.",grocery_anchor; hospital; entertainment_district
campaign_4,frequency,LH-SCR-005279,fixed,metro_station,platform,S,Market Quarter Central,metro_station,Market Quarter,Las Hackland,premium,Silver Line,3,08:00-12:00,midday,1,46.66,47.81,83.99,47.81,717.15,0.0411,own_history,37898.0,35793.0,250550.0,0.8746,"63% of local population in target age range (18_34, 35_54); commuter index 0.53; matches requested daypart (midday); nearby grocery_anchor POI(s) relevant to campaign",LOC::LH-LOC-0019,high,"Midday block, roadside/platform panel; serving Market Quarter; mid-income area (retail_service skew); ~74,090 riders in this block; nearby draws: grocery anchor, residential tower; network hub adjacency.",grocery_anchor; residential_tower; shopping_mall
campaign_4,frequency,LH-SCR-002639,fixed,metro_station,platform,S,Old Mill District Central,metro_station,Old Mill District,Las Hackland,premium,Green Line,3,08:00-12:00,midday,1,42.65,44.06,76.77,44.06,660.9,0.0551,own_history,38384.0,34996.0,244975.0,0.8467,"53% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby grocery_anchor POI(s) relevant to campaign",LOC::LH-LOC-0073,high,"Midday block, roadside/platform panel; serving Old Mill District; value-income area (blue_collar skew); ~75,040 riders in this block; nearby draws: grocery anchor, hospital; network hub adjacency.",grocery_anchor; hospital; shopping_mall
campaign_4,frequency,LH-SCR-004449,fixed,metro_station,platform,S,Old Mill District Terminal,metro_station,Old Mill District,Las Hackland,premium,Blue Line,3,08:00-12:00,midday,1,47.52,48.49,85.54,48.49,727.35,0.0339,own_history,36814.0,34360.0,240520.0,0.8702,"53% of local population in target age range (18_34, 35_54); commuter index 0.52; matches requested daypart (midday); nearby entertainment_district POI(s) relevant to campaign",LOC::LH-LOC-0043,high,"Midday block, roadside/platform panel; serving Old Mill District; value-income area (blue_collar skew); ~71,970 riders in this block; nearby draws: entertainment district, government building; network hub adjacency.",entertainment_district; government_building; hospital
campaign_4,frequency,LH-SCR-002489,fixed,metro_station,platform,S,Market Quarter Interchange,metro_station,Market Quarter,Las Hackland,premium,Yellow Line,3,08:00-12:00,midday,1,48.98,49.56,88.16,49.56,743.4,0.0196,own_history,34485.0,32703.0,228918.0,0.9181,"63% of local population in target age range (18_34, 35_54); commuter index 0.53; matches requested daypart (midday); nearby grocery_anchor, entertainment_district POI(s) relevant to campaign",LOC::LH-LOC-0089,high,"Midday block, roadside/platform panel; serving Market Quarter; mid-income area (retail_service skew); ~67,418 riders in this block; nearby draws: grocery anchor, entertainment district; network hub adjacency.",grocery_anchor; entertainment_district; shopping_mall
campaign_5,conversion,LH-SCR-002359,fixed,metro_station,platform,S,North Terminus Interchange,metro_station,North Terminus,Las Hackland,premium,Copper Line,5,16:00-20:00,evening,1,52.17,53.65,93.91,53.65,2146.0,0.0474,own_history,47705.0,46114.0,322798.0,0.8533,"76% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.51; nearby tourist_landmark POI(s) relevant to campaign",LOC::LH-LOC-0028,high,"Evening block, roadside/platform panel; serving North Terminus; value-income area (mixed skew); ~93,262 riders in this block; nearby draws: tourist landmark, entertainment district; network hub adjacency.",tourist_landmark; entertainment_district; shopping_mall
campaign_5,conversion,LH-SCR-003593,fixed,metro_station,platform,S,Harborfront Terminal,metro_station,Harborfront,Las Hackland,premium,Green Line,5,16:00-20:00,evening,1,62.04,63.48,111.67,63.48,2539.2,0.0388,own_history,47342.0,45763.0,320343.0,0.8551,"86% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; nearby tourist_landmark, office_park POI(s) relevant to campaign",LOC::LH-LOC-0082,high,"Evening block, roadside/platform panel; serving Harborfront; mid-income area (mixed skew); ~92,553 riders in this block; nearby draws: office park, grocery anchor; network hub adjacency.",office_park; grocery_anchor; tourist_landmark
campaign_5,conversion,LH-SCR-004282,fixed,metro_station,platform,S,Riverside Junction Central,metro_station,Riverside Junction,Las Hackland,premium,Yellow Line,5,16:00-20:00,evening,1,67.42,68.53,121.36,68.53,2741.2,0.0275,own_history,45678.0,44251.0,309756.0,0.8533,"87% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.51; nearby office_park POI(s) relevant to campaign",LOC::LH-LOC-0037,high,"Evening block, roadside/platform panel; serving Riverside Junction; mid-income area (mixed skew); ~89,301 riders in this block; nearby draws: office park, shopping mall; network hub adjacency.",office_park; shopping_mall; entertainment_district
campaign_5,conversion,LH-SCR-004595,fixed,metro_station,platform,S,Riverside Junction Terminal,metro_station,Riverside Junction,Las Hackland,premium,Copper Line,5,16:00-20:00,evening,1,57.16,58.43,102.89,58.43,2337.2,0.0369,own_history,45582.0,44062.0,308433.0,0.7829,"87% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.53; nearby tourist_landmark POI(s) relevant to campaign",LOC::LH-LOC-0027,high,"Evening block, roadside/platform panel; serving Riverside Junction; mid-income area (mixed skew); ~89,112 riders in this block; nearby draws: hospital, tourist landmark; network hub adjacency.",hospital; tourist_landmark; entertainment_district
campaign_5,conversion,LH-SCR-002514,fixed,metro_station,platform,S,North Terminus Central,metro_station,North Terminus,Las Hackland,premium,Green Line,5,16:00-20:00,evening,1,57.2,58.86,102.96,58.86,2354.4,0.0485,own_history,45181.0,43674.0,305717.0,0.7962,"76% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; nearby office_park, tourist_landmark POI(s) relevant to campaign",LOC::LH-LOC-0088,high,"Evening block, roadside/platform panel; serving North Terminus; value-income area (mixed skew); ~88,327 riders in this block; nearby draws: office park, residential tower; network hub adjacency.",office_park; residential_tower; shopping_mall
campaign_5,conversion,LH-SCR-002837,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Violet Line,3,08:00-12:00,midday,1,44.51,45.08,80.12,45.08,1803.2,0.0212,own_history,44503.0,43019.0,301130.0,0.5557,"91% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; no nearby POIs match requested type(s): office_park, hotel_convention, tourist_landmark",LOC::LH-LOC-0024,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~87,002 riders in this block; nearby draws: grocery anchor, university; network hub adjacency.",grocery_anchor; university; entertainment_district
campaign_5,conversion,LH-SCR-003799,fixed,metro_station,platform,S,North Terminus Interchange,metro_station,North Terminus,Las Hackland,premium,Blue Line,3,08:00-12:00,midday,1,46.26,47.09,83.27,47.09,1883.6,0.0299,own_history,42472.0,42472.0,297301.0,0.8569,"76% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; nearby office_park, tourist_landmark POI(s) relevant to campaign",LOC::LH-LOC-0068,high,"Midday block, roadside/platform panel; serving North Terminus; value-income area (mixed skew); ~83,031 riders in this block; nearby draws: tourist landmark, residential tower; network hub adjacency.",tourist_landmark; residential_tower; office_park
campaign_5,conversion,LH-SCR-003222,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Blue Line,3,08:00-12:00,midday,1,46.61,49.34,72.1,49.34,1973.6,0.0976,own_history,45017.0,42017.0,294116.0,0.5569,"91% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; no nearby POIs match requested type(s): office_park, hotel_convention, tourist_landmark",LOC::LH-LOC-0004,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~88,007 riders in this block; nearby draws: entertainment district, residential tower; network hub adjacency.",entertainment_district; residential_tower; university
campaign_5,conversion,LH-SCR-003815,fixed,metro_station,platform,S,Downtown Core Central,metro_station,Downtown Core,Las Hackland,premium,Blue Line,3,08:00-12:00,midday,1,69.17,74.51,124.51,74.51,2980.4,0.1286,own_history,44954.0,41958.0,293706.0,0.8569,"93% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; nearby hotel_convention, office_park POI(s) relevant to campaign",LOC::LH-LOC-0031,high,"Midday block, roadside/platform panel; serving Downtown Core; high-income area (white_collar skew); ~87,885 riders in this block; nearby draws: hotel convention, corporate campus; network hub adjacency.",hotel_convention; corporate_campus; grocery_anchor
campaign_5,conversion,LH-SCR-002699,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,3,08:00-12:00,midday,1,41.73,44.14,75.11,44.14,1765.6,0.0964,own_history,45987.0,41928.0,293498.0,0.5566,"91% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; no nearby POIs match requested type(s): office_park, hotel_convention, tourist_landmark",LOC::LH-LOC-0034,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~89,903 riders in this block; nearby draws: university, grocery anchor; network hub adjacency.",university; grocery_anchor; shopping_mall
campaign_5,conversion,LH-SCR-005502,fixed,metro_station,platform,S,Old Mill District Central,metro_station,Old Mill District,Las Hackland,premium,Yellow Line,3,08:00-12:00,midday,1,45.22,46.22,81.4,46.22,1848.8,0.037,own_history,41676.0,40373.0,282613.0,0.5557,"77% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; no nearby POIs match requested type(s): office_park, hotel_convention, tourist_landmark",LOC::LH-LOC-0023,high,"Midday block, roadside/platform panel; serving Old Mill District; value-income area (blue_collar skew); ~81,475 riders in this block; nearby draws: grocery anchor, hospital; network hub adjacency.",grocery_anchor; hospital; government_building
campaign_5,conversion,LH-SCR-004542,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,3,08:00-12:00,midday,1,47.54,48.06,85.57,48.06,1922.4,0.0182,own_history,43683.0,39828.0,278795.0,0.5566,"91% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; no nearby POIs match requested type(s): office_park, hotel_convention, tourist_landmark",LOC::LH-LOC-0084,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~85,399 riders in this block; nearby draws: university, entertainment district; network hub adjacency.",university; entertainment_district; grocery_anchor
campaign_5,conversion,LH-SCR-005033,fixed,metro_station,platform,S,Harborfront Central,metro_station,Harborfront,Las Hackland,premium,Green Line,3,08:00-12:00,midday,1,54.06,57.52,97.31,57.52,2300.8,0.1066,own_history,41104.0,39733.0,278134.0,0.7703,"86% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; nearby office_park POI(s) relevant to campaign",LOC::LH-LOC-0092,high,"Midday block, roadside/platform panel; serving Harborfront; mid-income area (mixed skew); ~80,358 riders in this block; nearby draws: office park, grocery anchor; network hub adjacency.",office_park; grocery_anchor; hospital
campaign_5,conversion,LH-SCR-002639,fixed,metro_station,platform,S,Old Mill District Central,metro_station,Old Mill District,Las Hackland,premium,Green Line,3,08:00-12:00,midday,1,42.65,44.06,76.77,44.06,1762.4,0.0551,own_history,38384.0,34996.0,244975.0,0.5566,"77% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.52; no nearby POIs match requested type(s): office_park, hotel_convention, tourist_landmark",LOC::LH-LOC-0073,high,"Midday block, roadside/platform panel; serving Old Mill District; value-income area (blue_collar skew); ~75,040 riders in this block; nearby draws: grocery anchor, hospital; network hub adjacency.",grocery_anchor; hospital; shopping_mall
campaign_5,conversion,LH-SCR-004265,fixed,metro_station,platform,S,North Terminus Terminal,metro_station,North Terminus,Las Hackland,premium,Teal Line,3,08:00-12:00,midday,1,49.48,50.55,89.06,50.55,2022.0,0.0362,own_history,36477.0,33333.0,233328.0,0.7313,"76% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.53; nearby tourist_landmark POI(s) relevant to campaign",LOC::LH-LOC-0018,high,"Midday block, roadside/platform panel; serving North Terminus; value-income area (mixed skew); ~71,312 riders in this block; nearby draws: entertainment district, tourist landmark; network hub adjacency.",entertainment_district; tourist_landmark; government_building
campaign_5,conversion,LH-SCR-002880,fixed,metro_station,platform,L,North Terminus Terminal,metro_station,North Terminus,Las Hackland,premium,Violet Line,3,08:00-12:00,midday,1,48.96,48.97,88.13,48.97,1958.8,0.0003,own_history,28197.0,26832.0,187824.0,0.8542,"76% of local population in target age range (18_34, 35_54, 55_plus); commuter index 0.51; nearby office_park POI(s) relevant to campaign",LOC::LH-LOC-0058,high,"Midday block, roadside/platform panel; serving North Terminus; value-income area (mixed skew); ~55,124 riders in this block; nearby draws: office park, entertainment district; network hub adjacency.",office_park; entertainment_district; hospital
campaign_6,awareness,LH-SCR-002699,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,3,08:00-12:00,midday,1,41.73,44.14,75.11,44.14,1103.5,0.0964,own_history,45987.0,45987.0,321907.0,0.6285,66% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::LH-LOC-0034,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~89,903 riders in this block; nearby draws: university, grocery anchor; network hub adjacency.",university; grocery_anchor; shopping_mall
campaign_6,awareness,LH-SCR-004282,fixed,metro_station,platform,S,Riverside Junction Central,metro_station,Riverside Junction,Las Hackland,premium,Yellow Line,5,16:00-20:00,evening,1,67.42,68.53,121.36,68.53,1713.25,0.0275,own_history,45678.0,45678.0,319749.0,0.7093,"38% of local population in target age range (18_34); commuter index 0.51; nearby shopping_mall, office_park POI(s) relevant to campaign",LOC::LH-LOC-0037,high,"Evening block, roadside/platform panel; serving Riverside Junction; mid-income area (mixed skew); ~89,301 riders in this block; nearby draws: office park, shopping mall; network hub adjacency.",office_park; shopping_mall; entertainment_district
campaign_6,awareness,LH-SCR-002837,fixed,metro_station,platform,S,Uptown Crescent Interchange,metro_station,Uptown Crescent,Las Hackland,premium,Violet Line,3,08:00-12:00,midday,1,44.51,45.08,80.12,45.08,1127.0,0.0212,own_history,44503.0,42349.0,296442.0,0.6134,66% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::LH-LOC-0024,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~87,002 riders in this block; nearby draws: grocery anchor, university; network hub adjacency.",grocery_anchor; university; entertainment_district
campaign_6,awareness,LH-SCR-003222,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Blue Line,3,08:00-12:00,midday,1,46.61,49.34,72.1,49.34,1233.5,0.0976,own_history,45017.0,42017.0,294116.0,0.6039,66% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::LH-LOC-0004,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~88,007 riders in this block; nearby draws: entertainment district, residential tower; network hub adjacency.",entertainment_district; residential_tower; university
campaign_6,awareness,LH-SCR-004542,fixed,metro_station,platform,S,Uptown Crescent Terminal,metro_station,Uptown Crescent,Las Hackland,premium,Red Line,3,08:00-12:00,midday,1,47.54,48.06,85.57,48.06,1201.5,0.0182,own_history,43683.0,40771.0,285399.0,0.58,66% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::LH-LOC-0084,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~85,399 riders in this block; nearby draws: university, entertainment district; network hub adjacency.",university; entertainment_district; grocery_anchor
campaign_6,awareness,DAT-SCR-002819,fixed,metro_station,platform,S,Bellwood Terminal,metro_station,Bellwood,DA Town,standard,Yellow Line,3,08:00-12:00,midday,1,33.97,35.82,52.53,35.82,895.5,0.0909,own_history,37874.0,37874.0,265118.0,0.7183,65% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::DAT-LOC-0004,high,"Midday block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~74,043 riders in this block; nearby draws: grocery anchor, shopping mall; network hub adjacency.",grocery_anchor; shopping_mall; university
campaign_6,awareness,DAT-SCR-002232,fixed,metro_station,platform,S,Bellwood Central,metro_station,Bellwood,DA Town,standard,Blue Line,3,08:00-12:00,midday,1,33.91,35.77,61.04,35.77,894.25,0.0913,own_history,39943.0,36139.0,252970.0,0.5548,"65% of local population in target age range (18_34); commuter index 0.52; no nearby POIs match requested type(s): shopping_mall, office_park",LOC::DAT-LOC-0034,high,"Midday block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~78,088 riders in this block; nearby draws: residential tower, grocery anchor; network hub adjacency.",residential_tower; grocery_anchor; university
campaign_6,awareness,DAT-SCR-003030,fixed,metro_station,platform,S,Central Yard Central,metro_station,Central Yard,DA Town,standard,Blue Line,3,08:00-12:00,midday,1,58.41,59.44,105.14,59.44,1486.0,0.0293,own_history,39699.0,35882.0,251173.0,0.7008,"37% of local population in target age range (18_34); commuter index 0.52; nearby office_park, shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0031,high,"Midday block, roadside/platform panel; serving Central Yard; high-income area (white_collar skew); ~77,611 riders in this block; nearby draws: shopping mall, museum; network hub adjacency.",shopping_mall; museum; grocery_anchor
